Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Min_Loan_Amount,Bank_Offer_Feature,Term_in_Year,Interest_Type,Interest,APR,Mortgage_Loan_Amt,Mortgage_Down_Payment,Credit_Score,Mortgage_Category,Mortgage_Reason,Mortgage_Pymt_Mode,Source
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,3/1 Libor ARM,,Offline,30.0,Variable,4.375%,5.189%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,7/1 Libor ARM,,Offline,30.0,Variable,4.125%,4.906%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15.0,Fixed,3.875%,4.175%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,10YMF,10 Year Fixed,,Offline,10.0,Fixed,3.875%,4.306%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,3/1 Libor ARM,,Offline,30.0,Variable,4.375%,5.025%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMF,30 Year Fixed,,Offline,30.0,Fixed,4.625%,4.801%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,7/1 Libor ARM,,Offline,30.0,Variable,4.125%,4.747%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,10/1 Libor ARM,,Offline,30.0,Variable,4.250%,4.7%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,5/1 Libor ARM,,Offline,30.0,Variable,4.125%,4.837%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,20YMF,20 Year Fixed,,Offline,20.0,Fixed,4.500%,4.71%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,20YMF,20 Year Fixed,,Offline,20.0,Fixed,4.500%,4.667%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,10/1 Libor ARM,,Offline,30.0,Variable,4.125%,4.59%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15.0,Fixed,4.375%,4.605%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,7/1 Libor ARM,,Offline,30.0,Variable,3.875%,4.606%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,5/1 Libor ARM,,Offline,30.0,Variable,4.125%,4.795%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMF,30 Year Fixed,,Offline,30.0,Fixed,4.375%,4.517%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,10YMF,10 Year Fixed,,Offline,10.0,Fixed,4.375%,4.705%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,3/1 Libor ARM,,Offline,30.0,Variable,4.000%,4.891%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMF,Mortgage_30-yr,,Offline,30.0,Fixed,4.875%,5.154%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,20YMF,Mortgage_20-yr,,Offline,20.0,Fixed,4.625%,5.016%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,15YMF,Mortgage_15-yr,,Offline,15.0,Fixed,4.500%,4.977%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_7/1,,Offline,30.0,Variable,5.000%,5.304%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_5/1,,Offline,30.0,Variable,4.875%,5.244%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMF,Mortgage_30-yr,,Offline,30.0,Fixed,4.750%,4.833%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,20YMF,Mortgage_20-yr,,Offline,20.0,Fixed,4.500%,4.628%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,15YMF,Mortgage_15-yr,,Offline,15.0,Fixed,4.125%,4.286%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_7/1,,Offline,30.0,Variable,4.625%,4.900%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_5/1,,Offline,30.0,Variable,4.500%,4.898%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMF,Mortgage_30-yr,,Offline,30.0,Fixed,4.500%,4.556%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,15YMF,Mortgage_15-yr,,Offline,15.0,Fixed,4.375%,4.453%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_7/1,,Offline,30.0,Variable,4.125%,4.640%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_5/1,,Offline,30.0,Variable,4.125%,4.729%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_10/1,,Offline,30.0,Variable,4.375%,4.660%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,FHA 30 Yr Fixed,,Offline,30.0,Fixed,4.5%,5.369%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,FHA 15 Yr Fixed,,Offline,15.0,Fixed,4.5%,5.591%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,FHA 30 Yr Fixed,,Offline,30.0,Fixed,4.25%,5.088%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,FHA 15 Yr Fixed,,Offline,15.0,Fixed,3.875%,4.909%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,FHA 30 YR FIXED,,Offline,30.0,Fixed,4.25%,5.027%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,FHA 5-1 ARM,,Offline,30.0,Variable,3.5%,4.899%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,VA 30 Yr Fixed,,Offline,30.0,Fixed,4.625%,4.948%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,VA 15 Yr Fixed,,Offline,15.0,Fixed,4.5%,5.1%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,VA 30 Yr Fixed,,Offline,30.0,Fixed,4.375%,4.66%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,VA 15 Yr Fixed,,Offline,15.0,Fixed,3.875%,4.405%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,VA 30 YR FIXED,,Offline,30.0,Fixed,4.25%,4.506%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,VA 5-1 ARM,,Offline,30.0,Variable,3.5%,4.372%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,3-1 ARM,,Offline,30.0,Variable,4.0%,5.073%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,5-1 ARM,,Offline,30.0,Variable,4.0%,4.941%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,7-1 ARM,,Offline,30.0,Variable,4.125%,4.874%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,10-1 ARM,,Offline,30.0,Variable,4.25%,4.836%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,3-1 ARM,,Offline,30.0,Variable,3.875%,4.96%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,5-1 ARM,,Offline,30.0,Variable,3.875%,4.826%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,7-1 ARM,,Offline,30.0,Variable,4.0%,4.758%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,10-1 ARM,,Offline,30.0,Variable,4.125%,4.701%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,5-1 YR ARM,,Offline,30.0,Variable,3.25%,4.622%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,7-1 YR ARM,,Offline,30.0,Variable,3.375%,4.501%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,10-1 YR ARM,,Offline,30.0,Variable,3.625%,4.422%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,30 Yr Fixed,,Offline,30.0,Fixed,4.625%,4.849%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,20YMF,20 Yr Fixed,,Offline,20.0,Fixed,4.5%,4.744%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,15 Yr Fixed,,Offline,15.0,Fixed,4.125%,4.469%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,10YMF,10 Yr Fixed,,Offline,10.0,Fixed,4.0%,4.548%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,30 Yr Fixed,,Offline,30.0,Fixed,4.5%,4.61%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,20YMF,20 Yr Fixed,,Offline,20.0,Fixed,4.25%,4.413%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,15 Yr Fixed,,Offline,15.0,Fixed,3.875%,4.098%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,10YMF,10 Yr Fixed,,Offline,10.0,Fixed,3.75%,4.044%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,30 YR FIXED,,Offline,30.0,Fixed,4.25%,4.312%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,15 YR FIXED,,Offline,15.0,Fixed,3.875%,4.093%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMF,Agency 30 Year Fixed,,Offline,30.0,Fixed,4.700%,4.7727%,200000.0,20%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,15YMF,Agency 15 Year Fixed,,Offline,15.0,Fixed,3.990%,4.1183%,200000.0,20%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMF,Jumbo 30 Year Fixed,,Offline,30.0,Fixed,4.675%,4.7292%,500000.0,25%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMV,Agency 30 Year 5/1 ARM,,Offline,30.0,Variable,4.400%,4.8467%,200000.0,20%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMV,Agency 30 Year 7/1 ARM,,Offline,30.0,Variable,4.200%,4.6825%,200000.0,20%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMF,FHA 30 Year Fixed,,Offline,30.0,Fixed,4.400%,5.5020%,200000.0,5%,660,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMF,VA 30 Year Fixed,,Offline,30.0,Fixed,4.400%,4.6704%,200000.0,0%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-13,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,15YMF,VA 15 Year Fixed,,Offline,15.0,Fixed,4.375%,4.8063%,200000.0,0%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
